   0.0000E+00   7.1485E-02   3.6415E-02   3.0241E-03   4.2371E-01   1.7820E+00   4.5249E-01   1.9030E+00
   7.8125E-03   7.1431E-02   3.6387E-02   3.0216E-03   4.2338E-01   1.7806E+00   4.5213E-01   1.9015E+00
   1.5625E-02   7.1271E-02   3.6305E-02   3.0148E-03   4.2243E-01   1.7766E+00   4.5106E-01   1.8970E+00
   2.3438E-02   7.1007E-02   3.6170E-02   3.0035E-03   4.2086E-01   1.7700E+00   4.4929E-01   1.8895E+00
   3.1250E-02   7.0640E-02   3.5982E-02   2.9878E-03   4.1868E-01   1.7608E+00   4.4681E-01   1.8791E+00
   3.9062E-02   7.0171E-02   3.5743E-02   2.9678E-03   4.1590E-01   1.7491E+00   4.4365E-01   1.8658E+00
   4.6875E-02   6.9602E-02   3.5452E-02   2.9436E-03   4.1252E-01   1.7349E+00   4.3981E-01   1.8497E+00
   5.4688E-02   6.8936E-02   3.5113E-02   2.9153E-03   4.0857E-01   1.7183E+00   4.3532E-01   1.8308E+00
   6.2500E-02   6.8176E-02   3.4725E-02   2.8831E-03   4.0406E-01   1.6993E+00   4.3018E-01   1.8092E+00
   7.0312E-02   6.7325E-02   3.4291E-02   2.8470E-03   3.9902E-01   1.6781E+00   4.2444E-01   1.7851E+00
   7.8125E-02   6.6387E-02   3.3813E-02   2.8072E-03   3.9345E-01   1.6547E+00   4.1812E-01   1.7584E+00
   8.5938E-02   6.5365E-02   3.3292E-02   2.7639E-03   3.8740E-01   1.6292E+00   4.1123E-01   1.7295E+00
   9.3750E-02   6.4265E-02   3.2731E-02   2.7173E-03   3.8088E-01   1.6017E+00   4.0382E-01   1.6983E+00
   1.0156E-01   6.3091E-02   3.2133E-02   2.6675E-03   3.7391E-01   1.5725E+00   3.9592E-01   1.6651E+00
   1.0938E-01   6.1848E-02   3.1499E-02   2.6149E-03   3.6654E-01   1.5414E+00   3.8755E-01   1.6299E+00
   1.1719E-01   6.0540E-02   3.0833E-02   2.5595E-03   3.5879E-01   1.5088E+00   3.7876E-01   1.5929E+00
   1.2500E-01   5.9174E-02   3.0136E-02   2.5016E-03   3.5069E-01   1.4748E+00   3.6958E-01   1.5543E+00
   1.3281E-01   5.7754E-02   2.9413E-02   2.4415E-03   3.4227E-01   1.4394E+00   3.6005E-01   1.5142E+00
   1.4062E-01   5.6286E-02   2.8665E-02   2.3794E-03   3.3357E-01   1.4028E+00   3.5021E-01   1.4729E+00
   1.4844E-01   5.4777E-02   2.7896E-02   2.3155E-03   3.2463E-01   1.3651E+00   3.4010E-01   1.4303E+00
   1.5625E-01   5.3231E-02   2.7109E-02   2.2501E-03   3.1546E-01   1.3266E+00   3.2976E-01   1.3869E+00
   1.6406E-01   5.1655E-02   2.6306E-02   2.1835E-03   3.0612E-01   1.2873E+00   3.1923E-01   1.3426E+00
   1.7188E-01   5.0054E-02   2.5490E-02   2.1157E-03   2.9663E-01   1.2474E+00   3.0855E-01   1.2976E+00
   1.7969E-01   4.8434E-02   2.4665E-02   2.0472E-03   2.8703E-01   1.2070E+00   2.9776E-01   1.2523E+00
   1.8750E-01   4.6801E-02   2.3833E-02   1.9781E-03   2.7735E-01   1.1663E+00   2.8689E-01   1.2066E+00
   1.9531E-01   4.5159E-02   2.2997E-02   1.9087E-03   2.6762E-01   1.1254E+00   2.7599E-01   1.1607E+00
